TIGRcode-AffyID	0	2	4	6	8	10	12
AT1G05805-261254_at	493.9781929	148.9520384	75.52849949	57.31345984	49.31713015	46.59585631	45.5179112
AT1G05950-260945_at	104.0164842	111.381924	243.2997695	249.9554859	281.6979498	278.1257633	245.4819184
AT1G06040-260956_at	4406.219252	2983.358	2081.532176	1502.846464	1391.262575	1218.338585	863.1655626
AT1G06440-262625_at	54.45876958	68.57498051	63.73432121	61.22994348	81.0158294	77.75870268	74.4250688
AT1G06550-262619_at	332.7009313	1508.987463	1352.899814	848.4980928	452.1143237	223.6002099	130.3862369
AT1G06620-262616_at	62.94768287	141.0129476	101.738763	66.314522	61.26084251	51.59570474	37.7483248
AT1G06650-262638_at	997.9833905	504.2731778	156.8497353	130.947677	106.2914411	89.92187207	57.78000513
AT1G06700-260835_at	1083.619886	632.3066014	496.5785426	497.7669084	483.8223962	508.6936029	426.4244717
AT1G06720-260824_at	75.68619652	270.7527493	800.5000193	876.3538464	941.4662029	1094.405115	761.9065111
AT1G06760-260830_at	2828.414473	600.8045872	631.4349544	1258.82576	1891.509067	2104.422507	1859.389812
AT1G06770-260823_at	88.81985853	111.7594592	120.1979964	123.9012998	129.170609	148.4861136	113.4288049
AT1G06840-260820_at	312.8873976	296.3848178	417.6913041	442.6258031	420.5679832	467.9255587	420.4356412
AT1G06850-260819_at	70.99231583	165.6268481	120.347633	122.8920281	126.2716043	200.3751511	148.9060339
AT1G06870-260829_s_at	479.1629587	651.0229645	419.6299117	443.8541302	477.8906927	348.1972326	302.4151712
AT1G06950-260815_at	273.8000602	417.6605327	565.8219032	626.1149888	753.4741596	792.2519978	624.2698595
AT1G07000-256050_at	195.7377442	357.9180189	186.0501477	165.6164013	155.3933439	143.3856783	162.1266001
AT1G07010;AT1G07020-256064_at	278.4618874	405.389356	401.255916	316.5798137	351.4085102	249.3251098	255.2276336
AT1G07270-256040_at	88.67229845	92.42515668	183.1752538	218.1606154	216.978452	172.048387	183.1752538
AT1G07430-261077_at	36.91983859	37.9681511	38.06427806	35.91680604	45.78378951	35.21643251	36.99673867
AT1G07500-261065_at	230.0870624	287.9617293	186.8400068	205.3042542	238.9130146	225.927755	266.973791
AT1G07600;AT1G07590-261438_at	8619.723957	7612.975151	5701.652259	2961.244659	2152.548148	1470.5773	1060.084543
AT1G07610-261410_at	365.5065116	362.2998041	219.9644926	205.4387622	144.8352809	131.2743169	144.9050233
AT1G07630-261413_at	375.8599729	339.1827061	272.0286334	220.9798973	197.4111933	214.193209	157.6272354
AT1G07790-261411_at	294.6878572	331.7438434	515.5128818	814.1822189	1183.7625	1301.896272	955.3394618
AT1G07820-261408_s_at	744.1461947	677.6298356	1021.127331	1976.977392	2226.480694	2005.995201	2006.173178
AT1G07880-261460_at	45.86313647	56.65313685	53.18763256	116.0540653	128.8876566	150.6603467	345.9604577
AT1G08050-260648_at	161.422615	445.211686	358.1303215	352.6126743	297.2161526	322.5745455	245.9279178
AT1G08250-261758_at	137.4640842	279.4043145	193.0218273	141.0458335	101.9816028	90.82128862	102.9781252
AT1G08280-261813_at	91.33900708	146.870524	164.7860238	151.7832215	185.1702128	192.6004691	250.2114099
AT1G08315-261756_at	1103.744606	393.2847969	291.5510936	256.2128857	236.1029104	239.2572344	218.4588152
AT1G08430-257481_at	39.50541709	42.31649956	61.73598726	66.72367831	81.55002953	184.7419806	663.4437398
AT1G08560-264802_at	228.7810429	119.7587878	118.6787143	139.5557342	273.711885	667.3594068	1419.261681
AT1G08570-264779_at	308.0401371	54.32855368	56.22777477	52.88275767	54.42137277	55.41652266	60.88510717
AT1G08610-264806_at	79.71365748	245.1902674	377.8302254	392.8174491	444.6899877	420.0151037	378.4991035
AT1G08650-264783_at	76.15904142	101.5160739	66.42577329	85.03773208	72.27912867	62.85165777	66.53777372
AT1G08800-264800_at	102.2801446	120.7517395	69.94865501	60.21299223	47.99687466	49.94007628	35.33835985
AT1G08830-264809_at	2271.030013	1297.319991	1442.145792	986.5390418	1392.25305	850.998871	841.789969
AT1G08880-264651_at	875.6205738	862.9971877	1477.711277	1977.377347	2821.990509	2446.073178	2132.751233
AT1G08930-264624_at	1036.755246	613.8326897	388.9444462	295.8813021	294.4493599	289.0297212	306.4552141
AT1G08940-264645_at	659.4920229	472.2702033	465.7970121	395.7255588	355.8809595	313.5183731	375.7728158
AT1G09070-264655_at	1282.713108	2069.585084	1251.110859	1159.921143	1240.735416	1189.63069	1122.56704
AT1G09200-264262_at	178.7008469	176.9062478	923.0404209	2629.773178	3416.244475	3379.376033	3380.35413
AT1G09210-264260_at	629.407423	721.7160349	1692.511294	1492.676226	1171.341344	1025.120797	862.9333019
AT1G09430-264504_at	1009.127039	643.7749071	686.2831166	531.5973797	447.3632882	374.185882	268.5925117
AT1G09450-264550_at	88.65698348	62.50616707	84.12318413	117.5275611	156.0715941	201.5696524	191.07
AT1G09460-264551_at	1848.144606	258.3688566	309.7446527	326.0263537	298.8749199	278.4728208	187.5796793
AT1G09560-264506_at	696.2851061	510.1554374	351.8005572	309.6389152	290.1838909	302.1230833	241.4146958
AT1G09660-264664_at	199.7010897	425.4779397	346.7885477	498.8155519	509.4904098	534.5684159	381.5365442
AT1G09740-264708_at	228.9734968	194.3721748	162.7444675	170.113715	164.7799873	169.7704361	154.176629
AT1G09795-264673_at	97.39674997	90.83197147	114.2977311	134.6409899	192.4533723	207.7977603	170.093422
AT1G09840-264686_at	678.3939817	1424.390673	1330.61453	1014.732167	1172.295827	1229.685887	1112.884406
AT1G09970-264663_at	1482.137367	3564.168416	2239.136738	1835.645695	1072.565233	655.2851731	182.8035559
AT1G10030-264523_at	253.5410758	314.5347685	453.2226604	600.3008195	739.711273	760.4536981	829.0541302
AT1G10050-264522_at	159.5716716	225.0286711	133.7842679	131.8486771	124.6155045	144.9770851	122.689871
AT1G10120-264517_at	269.4154538	348.8871425	192.2846256	183.9330146	147.3883804	135.0413926	111.8041265
AT1G10140-264467_at	1142.928148	118.5139362	235.4591931	237.3957688	194.5562871	245.715021	182.7867525
AT1G10340-264434_at	502.0995553	264.0410154	276.9768578	243.5150987	230.3607501	172.2941764	224.7647842
AT1G10410-264458_at	679.2821519	492.6383553	320.1459915	260.0096465	136.7464683	125.3624991	91.66345818
AT1G10470-263236_at	1680.184279	1423.825868	1512.527615	1563.460639	1902.429998	1729.842224	964.2128895
AT1G10480-263208_at	130.5361985	71.94011448	74.69569183	100.12981	74.1984415	58.79137826	50.83500379
AT1G10490-263255_at	169.4633094	300.5461207	572.8163245	638.3097419	788.5797502	915.5428395	689.0106937
AT1G10522-263209_at	119.8484988	177.515353	254.6817931	414.4814204	484.3988098	408.6025921	434.9262315
AT1G10650-261832_at	74.03714971	168.924532	249.1546188	334.0296533	385.1303207	486.4982753	313.8023036
AT1G10670-261833_at	598.1531074	949.1523667	1430.467132	1270.785168	1119.465461	1041.120159	768.9998136
AT1G10700-262762_at	212.7003318	235.5714716	297.6923392	255.0336514	304.8818547	279.1618068	283.1482461
AT1G10740-262786_at	162.2711183	67.86756843	83.67312896	98.39254066	95.31125726	115.739863	102.3988599
AT1G10780-262758_at	66.94427072	56.94040266	81.9149722	119.6916448	188.0972344	331.8459796	397.9597928
AT1G10900-260466_at	120.8273265	150.0902075	165.3695163	152.3931483	140.6969358	113.9623885	112.6799255
AT1G10960-260481_at	1404.320977	2949.020797	1464.25413	1531.395681	1257.349468	986.4500625	837.0860886
AT1G11090-260474_at	235.5895054	284.247276	278.1650629	250.1310557	278.5207963	269.5930371	283.6990589
AT1G11130-262451_at	176.6345815	204.2006003	388.565205	480.6739573	535.7188209	538.7476731	686.3134344
AT1G11130-262479_at	96.76516724	107.4605082	283.1500559	451.0831115	482.4596131	609.4394998	411.8160349
AT1G11200-262457_at	452.5149263	532.7002828	459.4723666	472.6346733	441.7464645	470.4017492	417.810971
AT1G11260-262456_at	7643.687715	174.8601437	360.349369	586.2037202	451.5797177	348.6590924	489.8394169
AT1G11310-262455_at	589.2071398	399.5801782	277.2140457	275.0204894	217.0703257	210.9848913	152.0850835
AT1G11545-261825_at	101.9270692	94.0650022	122.488468	131.9775638	153.7800941	193.2108389	170.8096301
AT1G11670-262813_at	150.8031973	504.0134939	475.4253715	465.05194	398.4011334	378.5267089	321.8398627
AT1G12030-257421_at	115.2248295	104.264852	178.8999112	163.4484888	184.3547671	177.8756327	146.2129392
AT1G12110-264348_at	130.803848	504.9783279	175.5892964	140.4274671	139.0948308	193.8724283	502.6969873
AT1G12160-260991_at	268.2839002	280.4795542	250.7663661	209.8869946	210.8773802	194.5964342	225.1193039
AT1G12200-261023_at	1249.943849	400.4718607	589.7588921	356.2708797	321.4874824	236.2632733	264.3322841
AT1G12220-245566_at	33.94712191	39.59048143	27.80871818	26.39852511	24.437689	22.99241002	25.9923737
AT1G12240-260969_at	150.6385497	31.63780387	31.19583652	30.6952098	25.66501926	29.03214658	24.29183265
AT1G12360-259512_at	450.2028212	411.5275035	378.8341843	400.9457319	359.792707	340.7952997	344.6207997
AT1G12780-261211_at	4668.784763	255.9236785	38.40934055	34.01515656	30.78730811	34.88709218	32.32736141
AT1G12900-261197_at	841.8634066	632.6874635	468.4160349	624.0382903	473.2789614	441.6279209	276.3626284
AT1G12970-261213_at	90.73577241	52.95863101	47.72530099	37.70891784	50.14325267	51.45558701	50.43771002
AT1G13110-262793_at	44.46329903	39.94522519	35.94970287	39.46885224	33.75313405	33.75699724	34.68735576
AT1G13210-262772_at	231.5626622	184.4052168	154.252351	138.21441	138.21441	147.0187784	130.3333623
AT1G13270-259363_at	218.8612445	182.304111	340.8333676	460.762363	396.5017492	437.5668875	414.8718197
AT1G13300-259365_at	191.9516554	40.08476376	46.62851823	50.41896421	47.83724339	46.60093105	44.59523951
AT1G13340-259410_at	217.7946608	181.3804137	183.4577316	144.7695267	149.9264731	139.2087315	143.2340466
AT1G13370-259387_at	41.80660685	33.95824856	39.60458555	58.09738754	93.58489791	92.13338325	93.69314507
AT1G13370;AT1G75600-262979_s_at	17.60929483	17.73255694	19.12571563	19.006555	24.34764615	22.36971679	23.33078741
AT1G13380-259357_at	680.0969873	1010.197631	1127.462084	1155.921344	1582.696987	1685.516035	1322.019911
AT1G13930-262609_at	370.5259354	121.7283735	129.2255695	142.7849714	108.4037072	133.6097444	139.1317174
AT1G13990-262607_at	434.6566994	93.98576123	98.19026315	81.49341227	86.5446547	80.63738505	72.3521966
AT1G14130-262653_at	98.00818555	93.75312529	71.11816184	64.92677027	62.73983149	52.86669783	61.15499406
AT1G14260-261481_at	147.1661033	159.7277685	163.3583502	137.2362683	142.2862031	154.463316	161.6325706
AT1G14290-261492_at	285.5707802	192.2376765	266.0700971	229.0610379	224.8951299	326.6488086	254.2706216
AT1G14330-261525_at	2133.720196	1317.591269	673.5368863	777.4392575	772.5779397	572.5705412	704.6039956
AT1G14360-261485_at	410.6632755	396.0065819	806.4196736	619.7328628	444.5107253	386.7594798	374.1750748
AT1G14380;AT1G14370-261526_at	275.9005473	146.3376836	105.7288735	138.2724146	81.20838823	69.50517459	66.91075606
AT1G14460-261471_at	178.2393453	223.5758019	209.9733123	203.7537557	219.1106133	301.0430907	246.3946185
AT1G14480-261476_at	95.27390391	383.4531587	184.5178877	167.4777708	146.841763	147.8009923	147.730079
AT1G14540-261474_at	43.98398214	68.39999769	49.97466535	50.27201705	52.25427173	43.36685905	41.96772881
AT1G14730-262831_at	80.15033295	50.0690061	46.37208725	47.19729144	45.83350523	44.11315399	56.4176809
AT1G14770-262839_at	174.0414595	177.724331	214.0391703	201.9967705	254.0293387	247.1793098	210.0409474
AT1G14790;AT1G14780-262887_at	308.9857659	128.8817865	85.4240449	87.37560983	94.85541923	79.14779919	81.98864396
AT1G14870-262832_s_at	2219.345709	629.083572	262.2740893	280.6475289	367.4808472	290.0589826	248.0240775
AT1G14890-262844_at	4501.969483	1939.415703	3012.26348	2381.790576	1855.160636	1343.08852	990.2428847
AT1G14900-262840_at	767.3898532	876.7305979	1051.511597	1165.630465	1248.992225	1103.963002	1020.997805
AT1G15100-262590_at	1366.070599	1682.623767	1446.007281	1066.081742	1082.831527	1485.247097	854.8472132
AT1G15170-262605_at	779.5622181	1271.00781	946.0227855	834.8717754	841.924836	784.4355225	703.736638
AT1G15290-262577_at	1100.813485	741.492018	571.704996	521.7812031	314.6770429	308.0870229	207.8182382
AT1G15340-262600_at	611.0761326	248.1668847	425.7784097	433.7368548	430.7470517	575.1669362	422.533883
AT1G15440-262584_at	314.3602791	1610.225701	2805.457733	2887.897204	3012.203839	3418.572953	2790.764228
AT1G15480-262586_at	43.66358208	136.2578364	442.9273351	554.6098151	565.7582171	543.7318378	504.7277765
AT1G15510-261762_at	107.1015565	160.2830778	248.9986998	251.3319948	187.8400279	152.9189409	152.229896
AT1G15660-261761_at	250.1501959	212.903262	504.6569029	842.2467843	921.9779397	1084.863843	969.8634168
AT1G15670-259502_at	2373.996987	78.86730913	70.51089076	76.42223049	72.17812611	57.19000305	56.50305297
AT1G15750-259501_at	1826.758016	1153.528445	1398.232272	1296.098643	1149.83817	1625.642974	875.2723243
AT1G15950-261792_at	1044.225965	2012.245167	1525.026963	1095.387076	816.2661381	679.4936362	402.8482306
AT1G16150-257479_at	91.42871946	64.9471682	51.68802372	49.65306233	53.58798784	53.15317438	52.90001792
AT1G16280-262706_at	112.8781178	414.2874635	407.3696471	439.579955	471.6115843	440.2840745	471.3190178
AT1G16330-262752_at	56.9558256	69.94812419	70.83873744	83.90259508	122.9354057	188.4632775	272.2976594
AT1G16670-246327_at	191.1332743	205.5540893	196.0170365	150.4331885	145.1627723	144.5187086	114.7720716
AT1G16880-256115_at	263.972983	344.38458	190.9002238	185.8100065	176.7726165	180.9265581	209.405566
AT1G17060-262525_at	212.3563887	320.3587939	270.5656755	225.4145644	177.4871358	177.7717512	129.5035913
AT1G17180-262517_at	25.78969898	26.13199917	26.75429361	25.39873582	24.40586318	25.51081099	26.39886704
AT1G17290-260847_s_at	1375.910405	1620.672407	1934.053734	1691.491903	1973.999748	1991.004606	1496.496534
AT1G17500-260731_at	215.0517038	165.9067402	169.4352363	112.7066251	126.8600836	137.9164794	110.7077228
AT1G17620-260686_at	152.8325681	617.6479193	294.9085684	259.2440666	256.1084693	226.2844921	191.2044243
AT1G17745-259403_at	184.2573729	524.3315702	566.4759304	308.7113229	186.0207256	179.7989876	133.3988714
AT1G17860-255904_at	187.8175134	125.392581	121.2363945	138.7654692	102.5838638	110.4477174	100.2678346
AT1G18130-256120_at	37.83637846	38.49339004	45.47492116	39.19291729	41.50499532	41.7925385	42.17888772
AT1G18250-256125_at	44.68952748	51.08702703	175.7323127	415.4962475	650.3485395	1011.431284	1275.496833
AT1G18370-261660_at	73.41861535	59.54472142	54.74686846	58.61575662	79.13143833	246.1373816	420.6020007
AT1G18380-261719_at	58.35622186	62.87301813	51.85629022	39.49148398	40.98555132	42.94406766	48.0961905
AT1G18390-261718_at	188.5499221	129.8013208	88.2223743	100.3327086	83.1741732	87.14510664	97.57420501
AT1G18670-261427_at	192.0923963	501.4446064	629.719393	864.084926	1031.631634	852.7428707	790.9818392
AT1G18720-261379_at	1710.963136	787.5827016	684.7276095	538.3017492	552.7776706	455.3695752	479.5375039
AT1G18740-261405_at	314.087172	371.1588072	326.141892	236.5263929	180.0462903	151.3027226	142.9301385
AT1G18890-261378_at	82.87381409	218.9485238	165.8268161	162.8672859	155.7731752	129.8109385	98.39797045
AT1G18980-259478_at	44.09262848	41.45132793	43.68017782	40.44254363	40.12121395	44.10669231	49.21368327
AT1G19020-259479_at	120.2201522	131.0192499	143.4367254	123.2321158	118.3559596	110.1175331	109.7984168
AT1G19050-259466_at	276.0840669	509.1693307	325.8065215	283.0923625	300.7029978	209.3476544	132.2069872
AT1G19180-256017_at	241.106186	556.3413196	587.6982129	564.0452016	377.7510029	342.4033319	160.9170076
AT1G19310-260671_at	531.5731778	394.3149535	337.8835235	283.1014898	237.1932778	199.5479202	197.5307413
AT1G19340-260669_at	131.9715144	142.8224474	137.5489947	167.1440275	208.4059112	204.1671448	217.2336424
AT1G19380-260656_at	3206.744606	3363.75413	2917.67541	2335.310995	1944.174368	1499.26186	1218.614249
AT1G19530-260668_at	608.2368471	33.41221973	35.06441195	33.6601443	31.18027018	27.83112178	31.38322208
AT1G19660-261144_s_at	3467.179232	203.4840704	118.7759807	111.8404748	101.0376963	101.7301197	123.3211572
AT1G19770-261143_at	2607.590353	760.1793657	530.3863222	565.7362976	504.5562058	533.3251611	556.1279988
AT1G19835-261131_at	654.6344158	520.2793297	417.9731778	346.9017516	256.3084513	297.2374545	319.7743933
AT1G19920-255785_at	636.9114657	1027.783388	899.9959197	900.1385722	906.0541302	858.6842545	875.2861676
AT1G20020-261218_at	1137.113725	973.7855763	573.4363572	516.411478	446.9127127	419.0251052	361.3503175
AT1G20090-261229_at	1890.579018	2521.136074	1902.714608	1397.176204	1073.208731	1294.87434	1240.133411
AT1G20120-261222_at	427.2136673	150.0036057	60.72316509	42.48773692	56.65003458	46.28069245	47.78230494
AT1G20180-261243_at	28.3041843	28.98227179	25.78590111	27.91657076	24.96196057	26.14332593	28.5806095
AT1G20270-255883_at	110.8687799	212.0271669	227.7262604	189.243375	238.3246389	217.8076504	193.2754918
AT1G20330-255885_at	1617.55413	2573.701025	3181.406461	2804.369024	2649.025045	2919.406022	2074.508614
AT1G20340-255886_at	3496.963265	1112.535083	663.4378675	959.7817244	807.6231764	863.0065111	622.2975403
AT1G20440-259570_at	4260.849368	946.7588921	185.258196	94.48617003	109.9558977	103.7327899	101.3982839
AT1G20450-259516_at	294.8635929	1098.056785	735.3979766	390.8065112	397.1350826	544.8892257	448.4053835
AT1G20510-259518_at	208.0494101	654.0468668	432.0257378	310.7056336	324.4985733	286.9032034	256.6986221
AT1G20590;AT1G20610-259563_s_at	152.4312667	77.29388182	78.0047776	68.27628331	151.6221007	404.4142966	576.4824109
AT1G20620-259544_at	12977.16392	8527.188696	4767.291454	2172.866283	948.3220329	659.1445221	295.3919145
AT1G20650-259541_at	416.2724877	131.6222186	118.0168256	97.01298625	101.5873082	125.917079	121.4694412
AT1G20693-256091_at	749.5029247	607.2062129	344.4413487	513.3969873	674.7748695	683.7258253	651.111273
AT1G20696-256092_at	1121.346818	1726.20586	1563.735083	1970.504011	2199.8662	2221.702455	1798.123623
AT1G20750-256084_at	37.44089631	46.04079598	37.16228348	32.7614758	35.98935821	44.90231572	44.0450096
AT1G20930-262802_at	232.4917164	195.0520522	174.9563531	136.9473997	221.3216956	375.2119254	509.7844629
AT1G21000-262803_at	1853.217739	156.2183378	218.433609	210.6902499	216.423452	237.7774268	248.884379
AT1G21100;AT1G21130;AT1G21110-261459_at	273.7892434	255.0371789	39.33611515	32.88710057	28.92318739	23.99137686	23.15165121
AT1G21120-261449_at	38.03684404	55.62462306	27.801729	29.58403612	26.72731073	24.0899343	26.38204494
AT1G21120;AT1G21110-261450_s_at	21.99616645	23.83928482	19.57502499	18.542912	20.8967366	18.00501701	19.83604313
AT1G21450-260878_at	432.059615	253.3086204	180.2809408	201.4495231	170.3067561	188.6925028	130.6479282
AT1G21520-260919_at	183.3048299	61.05373778	55.8508582	57.46742798	48.44661669	48.72226198	58.73997724
AT1G21790-262496_at	364.9601946	109.0241895	228.2401057	211.2517774	229.0796896	259.4649878	227.0651606
AT1G21830-262488_at	119.7543206	117.1110826	143.2201702	171.7038669	143.082748	141.1410725	124.3951452
AT1G21880-260857_at	167.7093743	501.9475871	809.9826022	696.9529162	793.514628	929.4925454	755.2198096
AT1G21900-260852_at	492.1684159	574.449972	709.1028462	661.5639782	634.4991321	590.7439717	564.665864
AT1G21910-260856_at	732.3207836	1316.163654	576.507831	641.2927031	406.4773054	393.7874635	235.3676012
AT1G22040-255947_at	184.1911255	129.2135381	108.1156043	101.1805181	107.3763936	103.1339428	98.15398903
AT1G22070-255953_at	261.5893216	324.7262621	335.5893145	245.0561999	175.8750326	163.9845112	117.7334583
